run_guid,run_type,task_guid,agent_code,run_datetime,subscription_id,org_guid,user_guid,params,source,destination,status,create_date,modified_date
00064e05-62eb-4dc4-844a-424af32ed1d6,USA-FDA,15491157-d020-4261-b6c3-332ce4c2906e,G_MINI_SUMMARY,2025-05-22 00:30:04,0,2ba0ac41-b3aa-4b96-ba47-feeddc029ccd,e842a45e-7661-4c8f-a9bd-5885d465872b,"{""__document_heading__"": ""Health and Human Services or Food and Drug Administration""}","{""aws_key"": ""USA/FDA/CONTENT/FDA-2012-N-1239/FDA-2012-N-1239-0002/FDA-2012-N-1239-0002-guidance.pdf"", ""country"": ""USA"", ""cfr_part"": null, ""doc_type"": ""Other"", ""agency_id"": ""FDA"", ""doc_title"": ""Draft Guideline for Industry and Food and Drug Administration Staff; Class II Special Controls Guideline: Temporary Mandibular Condyle Reconstruction Plate"", ""docket_id"": ""FDA-2012-N-1239"", ""aws_bucket"": ""lexim-ai-dev"", ""document_id"": ""FDA-2012-N-1239-0002""}","{""aws_key"": ""USA/FDA/CONTENT/FDA-2012-N-1239/FDA-2012-N-1239-0002"", ""aws_bucket"": ""lexim-ai-dev""}",Pending,2025-05-22 00:31:42,2025-05-28 03:53:06
001527d2-3212-442d-a24d-6affab492ffe,USA-FDA,b2bc5cbc-8c66-4065-a6f5-0f61aeec7523,G_DETAILED_SUMMARY,2025-05-22 04:00:05,0,2ba0ac41-b3aa-4b96-ba47-feeddc029ccd,e842a45e-7661-4c8f-a9bd-5885d465872b,"{""__document_heading__"": ""Health and Human Services or Food and Drug Administration""}","{""aws_key"": ""USA/FDA/CONTENT/FDA-2011-D-0074/FDA-2011-D-0074-0025/FDA-2011-D-0074-0025-guidance.pdf"", ""country"": ""USA"", ""cfr_part"": null, ""doc_type"": ""Other"", ""agency_id"": ""FDA"", ""doc_title"": ""Guidance for Industry on Medication Guide Distribution Requirements and Inclusion of Medication Guides in Risk Evaluation and Mitigation Strategies"", ""docket_id"": ""FDA-2011-D-0074"", ""aws_bucket"": ""lexim-ai-dev"", ""document_id"": ""FDA-2011-D-0074-0025""}","{""aws_key"": ""USA/FDA/CONTENT/FDA-2011-D-0074/FDA-2011-D-0074-0025"", ""aws_bucket"": ""lexim-ai-dev""}",Pending,2025-05-22 04:00:47,2025-05-28 03:53:06
002b769b-4394-4982-acea-c1374b2cd7ed,USA-FDA,27a83884-e12c-4355-8a51-f145f8f20dae,G_FAQ,2025-05-20 11:30:05,0,2ba0ac41-b3aa-4b96-ba47-feeddc029ccd,e842a45e-7661-4c8f-a9bd-5885d465872b,"{""__document_heading__"": ""Health and Human Services or Food and Drug Administration""}","{""aws_key"": ""USA/FDA/CONTENT/FDA-2007-D-0149/FDA-2007-D-0149-0007/FDA-2007-D-0149-0007-guidance.pdf"", ""country"": ""USA"", ""cfr_part"": null, ""doc_type"": ""Other"", ""agency_id"": ""FDA"", ""doc_title"": ""Guidance for Industry and Staff Class II Special Controls Guidance Document: Electrocardiograph Electrodes"", ""docket_id"": ""FDA-2007-D-0149"", ""aws_bucket"": ""lexim-ai-dev"", ""document_id"": ""FDA-2007-D-0149-0007""}","{""aws_key"": ""USA/FDA/CONTENT/FDA-2007-D-0149/FDA-2007-D-0149-0007"", ""aws_bucket"": ""lexim-ai-dev""}",Pending,2025-05-20 11:32:00,2025-05-28 03:53:06
00a88a0d-e67b-44be-8fea-42442d311b60,USA-FDA,569b996d-eb45-41d4-9c7c-4eb81fd68e75,G_FAQ,2025-05-22 15:00:08,0,2ba0ac41-b3aa-4b96-ba47-feeddc029ccd,e842a45e-7661-4c8f-a9bd-5885d465872b,"{""__document_heading__"": ""Health and Human Services or Food and Drug Administration""}","{""aws_key"": ""USA/FDA/CONTENT/FDA-2010-D-0246/FDA-2010-D-0246-0014/FDA-2010-D-0246-0014-guidance.pdf"", ""country"": ""USA"", ""cfr_part"": null, ""doc_type"": ""Other"", ""agency_id"": ""FDA"", ""doc_title"": ""Residual Drug in Transdermal and Related Drug Delivery Systems; Guidance for Industry"", ""docket_id"": ""FDA-2010-D-0246"", ""aws_bucket"": ""lexim-ai-dev"", ""document_id"": ""FDA-2010-D-0246-0014""}","{""aws_key"": ""USA/FDA/CONTENT/FDA-2010-D-0246/FDA-2010-D-0246-0014"", ""aws_bucket"": ""lexim-ai-dev""}",Pending,2025-05-22 15:02:07,2025-05-28 03:53:06
00ab0f6f-5376-4c02-bb3e-8ea2532277d2,USA-FDA,195900eb-c304-4631-bb2c-ee48f186dd64,G_IMPACT_ANALYSIS,2025-05-22 17:00:09,0,2ba0ac41-b3aa-4b96-ba47-feeddc029ccd,e842a45e-7661-4c8f-a9bd-5885d465872b,"{""__document_heading__"": ""Health and Human Services or Food and Drug Administration""}","{""aws_key"": ""USA/FDA/CONTENT/FDA-2009-D-0533/FDA-2009-D-0533-0009/FDA-2009-D-0533-0009-guidance.pdf"", ""country"": ""USA"", ""cfr_part"": null, ""doc_type"": ""Other"", ""agency_id"": ""FDA"", ""doc_title"": ""Guidance for Industry; Recommendations for Blood Establishments: Training of Back-Up Personnel, Assessment of Blood Donor Suitability and Reporting Certain Changes to an Approved Application"", ""docket_id"": ""FDA-2009-D-0533"", ""aws_bucket"": ""lexim-ai-dev"", ""document_id"": ""FDA-2009-D-0533-0009""}","{""aws_key"": ""USA/FDA/CONTENT/FDA-2009-D-0533/FDA-2009-D-0533-0009"", ""aws_bucket"": ""lexim-ai-dev""}",Pending,2025-05-22 17:00:39,2025-05-28 03:53:06
00ccd330-5633-4e1d-a40c-3018288586e1,USA-FDA,9d8ba92b-278e-4190-9522-d804aa472ac4,G_DETAILED_SUMMARY,2025-05-20 15:00:06,0,2ba0ac41-b3aa-4b96-ba47-feeddc029ccd,e842a45e-7661-4c8f-a9bd-5885d465872b,"{""__document_heading__"": ""Health and Human Services or Food and Drug Administration""}","{""aws_key"": ""USA/FDA/CONTENT/FDA-1999-D-1875/FDA-1999-D-1875-0022/FDA-1999-D-1875-0022-guidance.pdf"", ""country"": ""USA"", ""cfr_part"": null, ""doc_type"": ""Other"", ""agency_id"": ""FDA"", ""doc_title"": ""Compliance Policy Guide; Extra-Label Use of Medicated Feeds for Minor Species"", ""docket_id"": ""FDA-1999-D-1875"", ""aws_bucket"": ""lexim-ai-dev"", ""document_id"": ""FDA-1999-D-1875-0022""}","{""aws_key"": ""USA/FDA/CONTENT/FDA-1999-D-1875/FDA-1999-D-1875-0022"", ""aws_bucket"": ""lexim-ai-dev""}",Pending,2025-05-20 15:02:33,2025-05-28 03:53:06
00d3093f-5e88-42f8-993b-6cc1404e06e5,USA-FDA,d234097c-6ee0-4806-9a2a-30b975a2edff,G_FAQ,2025-05-20 17:00:07,0,2ba0ac41-b3aa-4b96-ba47-feeddc029ccd,e842a45e-7661-4c8f-a9bd-5885d465872b,"{""__document_heading__"": ""Health and Human Services or Food and Drug Administration""}","{""aws_key"": ""USA/FDA/CONTENT/FDA-2006-D-0231/FDA-2006-D-0231-0003/FDA-2006-D-0231-0003-guidance.pdf"", ""country"": ""USA"", ""cfr_part"": null, ""doc_type"": ""Other"", ""agency_id"": ""FDA"", ""doc_title"": ""CVM GFI #137 Analytical Methods Description for Type C Medicated Feeds"", ""docket_id"": ""FDA-2006-D-0231"", ""aws_bucket"": ""lexim-ai-dev"", ""document_id"": ""FDA-2006-D-0231-0003""}","{""aws_key"": ""USA/FDA/CONTENT/FDA-2006-D-0231/FDA-2006-D-0231-0003"", ""aws_bucket"": ""lexim-ai-dev""}",Pending,2025-05-20 17:00:59,2025-05-28 03:53:06
00fa7616-de46-412b-b29a-7e8d0480ab59,USA-FDA,ccc25d33-0fb5-48b1-a582-a96db5f1e605,G_MINI_SUMMARY,2025-05-22 17:45:06,0,2ba0ac41-b3aa-4b96-ba47-feeddc029ccd,e842a45e-7661-4c8f-a9bd-5885d465872b,"{""__document_heading__"": ""Health and Human Services or Food and Drug Administration""}","{""aws_key"": ""USA/FDA/CONTENT/FDA-2011-D-0258/FDA-2011-D-0258-0002/FDA-2011-D-0258-0002-guidance.pdf"", ""country"": ""USA"", ""cfr_part"": null, ""doc_type"": ""Other"", ""agency_id"": ""FDA"", ""doc_title"": ""Compliance Policy Guide Sec. 335.700 Surgeons� Gloves and Patient Examination Gloves; Defects - Criteria for Direct Reference Seizure"", ""docket_id"": ""FDA-2011-D-0258"", ""aws_bucket"": ""lexim-ai-dev"", ""document_id"": ""FDA-2011-D-0258-0002""}","{""aws_key"": ""USA/FDA/CONTENT/FDA-2011-D-0258/FDA-2011-D-0258-0002"", ""aws_bucket"": ""lexim-ai-dev""}",Pending,2025-05-22 17:46:35,2025-05-28 03:53:06
00fbfc42-41fa-4264-871e-4bfdd5c0a472,USA-FDA,427d978d-01fc-4357-a7e2-0323d2866c85,G_MINI_SUMMARY,2025-05-22 12:45:04,0,2ba0ac41-b3aa-4b96-ba47-feeddc029ccd,e842a45e-7661-4c8f-a9bd-5885d465872b,"{""__document_heading__"": ""Health and Human Services or Food and Drug Administration""}","{""aws_key"": ""USA/FDA/CONTENT/FDA-2016-D-0971/FDA-2016-D-0971-0002/FDA-2016-D-0971-0002-guidance.pdf"", ""country"": ""USA"", ""cfr_part"": null, ""doc_type"": ""Other"", ""agency_id"": ""FDA"", ""doc_title"": ""Guidance for Infectious Disease Next Generation Sequencing Based Diagnostic Devices Microbial Identification and Detection of Antimicrobial Resistance and Virulence Markers"", ""docket_id"": ""FDA-2016-D-0971"", ""aws_bucket"": ""lexim-ai-dev"", ""document_id"": ""FDA-2016-D-0971-0002""}","{""aws_key"": ""USA/FDA/CONTENT/FDA-2016-D-0971/FDA-2016-D-0971-0002"", ""aws_bucket"": ""lexim-ai-dev""}",Pending,2025-05-22 12:45:11,2025-05-28 03:53:06
00fca77b-db08-44d5-93a7-3be9fd7269c3,CAB,9f2555d7-90ec-4358-9bc9-6c44c1715b0a,G_SUMMARY_IN,2025-05-20 12:42:55,0,2ba0ac41-b3aa-4b96-ba47-feeddc029ccd,77fcd14d-3764-441c-9570-03e53d871081,{},"{""tilte"": ""FDA-2018-N-3233-0006.pdf"", ""aws_key"": ""ORGANIZATION/2ba0ac41-b3aa-4b96-ba47-feeddc029ccd/CABINET/2eba9a63-67da-4153-b366-7e9f93eff485/ROOT_FOLDER/FDA-2018-N-3233-0006_content.pdf"", ""aws_bucket"": ""lexim-cabinet-dev"", ""document_guid"": ""3f21331b-4399-4219-aa7e-0a5cb7a4ba33""}","{""aws_key"": ""ORGANIZATION/2ba0ac41-b3aa-4b96-ba47-feeddc029ccd/CABINET/2eba9a63-67da-4153-b366-7e9f93eff485/3f21331b-4399-4219-aa7e-0a5cb7a4ba33"", ""aws_bucket"": ""lexim-cabinet-dev""}",Pending,2025-05-20 16:43:22,2025-05-28 03:53:06
010b79c3-3320-4924-b7a3-04b075666341,USA-FDA,a7a97776-cb26-4bf9-b74e-8d806387dd6c,G_FAQ,2025-05-22 04:00:05,0,2ba0ac41-b3aa-4b96-ba47-feeddc029ccd,e842a45e-7661-4c8f-a9bd-5885d465872b,"{""__document_heading__"": ""Health and Human Services or Food and Drug Administration""}","{""aws_key"": ""USA/FDA/CONTENT/FDA-2017-D-6380/FDA-2017-D-6380-0019/FDA-2017-D-6380-0019-guidance.pdf"", ""country"": ""USA"", ""cfr_part"": null, ""doc_type"": ""Other"", ""agency_id"": ""FDA"", ""doc_title"": ""Clarification of Orphan Designation of Drugs and Biologics for Pediatric Subpopulations of Common Diseases Guidance for Industry"", ""docket_id"": ""FDA-2017-D-6380"", ""aws_bucket"": ""lexim-ai-dev"", ""document_id"": ""FDA-2017-D-6380-0019""}","{""aws_key"": ""USA/FDA/CONTENT/FDA-2017-D-6380/FDA-2017-D-6380-0019"", ""aws_bucket"": ""lexim-ai-dev""}",Pending,2025-05-22 04:00:24,2025-05-28 03:53:06
01226d31-c76c-46e3-99db-1890afcb9bb6,USA-FDA,ab435c41-e7be-4e33-b436-4df8cb0d9ec7,G_CONCISE_SUMMARY,2025-05-22 02:15:04,0,2ba0ac41-b3aa-4b96-ba47-feeddc029ccd,e842a45e-7661-4c8f-a9bd-5885d465872b,"{""__num_paragraphs__"": 3, ""__document_heading__"": ""Health and Human Services or Food and Drug Administration""}","{""aws_key"": ""USA/FDA/CONTENT/FDA-2004-D-0044/FDA-2004-D-0044-0025/FDA-2004-D-0044-0025-guidance.pdf"", ""country"": ""USA"", ""cfr_part"": null, ""doc_type"": ""Other"", ""agency_id"": ""FDA"", ""doc_title"": ""Guidance for Industry: Recommendations for the Early Food Safety Evaluation of New Non-Pesticidal Proteins Produced by New Plant Varieties Intended for Food Use"", ""docket_id"": ""FDA-2004-D-0044"", ""aws_bucket"": ""lexim-ai-dev"", ""document_id"": ""FDA-2004-D-0044-0025""}","{""aws_key"": ""USA/FDA/CONTENT/FDA-2004-D-0044/FDA-2004-D-0044-0025"", ""aws_bucket"": ""lexim-ai-dev""}",Pending,2025-05-22 02:15:11,2025-05-28 03:53:06
0129521f-1a3d-4f92-b58a-265588ba1041,USA-FDA,9679177f-f327-4ef6-a32c-2575870536e5,G_KEYWORDS,2025-05-20 09:30:04,0,2ba0ac41-b3aa-4b96-ba47-feeddc029ccd,e842a45e-7661-4c8f-a9bd-5885d465872b,"{""__num_keywords__"": 10}","{""aws_key"": ""USA/FDA/CONTENT/FDA-2018-D-3551/FDA-2018-D-3551-0001/FDA-2018-D-3551-0001-guidance.pdf"", ""country"": ""USA"", ""cfr_part"": null, ""doc_type"": ""Other"", ""agency_id"": ""FDA"", ""doc_title"": ""Impact of Certain Provisions of Revised Common Rule on FDA-Regulated Clinical Investigations; Guidance for Sponsors, Investigators, and Institutional Review Boards"", ""docket_id"": ""FDA-2018-D-3551"", ""aws_bucket"": ""lexim-ai-dev"", ""document_id"": ""FDA-2018-D-3551-0001""}","{""aws_key"": ""USA/FDA/CONTENT/FDA-2018-D-3551/FDA-2018-D-3551-0001"", ""aws_bucket"": ""lexim-ai-dev""}",Pending,2025-05-20 09:30:53,2025-05-28 03:53:06
0147bb5c-b8a8-42b5-a573-6edaf40ee46e,USA-FDA,0632d6e5-ca07-458e-b402-3870adcbf934,G_FAQ,2025-05-21 23:15:04,0,2ba0ac41-b3aa-4b96-ba47-feeddc029ccd,e842a45e-7661-4c8f-a9bd-5885d465872b,"{""__document_heading__"": ""Health and Human Services or Food and Drug Administration""}","{""aws_key"": ""USA/FDA/CONTENT/FDA-2016-D-4414/FDA-2016-D-4414-1610/FDA-2016-D-4414-1610-guidance.pdf"", ""country"": ""USA"", ""cfr_part"": null, ""doc_type"": ""Other"", ""agency_id"": ""FDA"", ""doc_title"": ""Nutrition and Supplement Facts Labels: Questions and Answers Related to the Compliance Date, Added Sugars, and Declaration of Quantitative Amounts of Vitamins and Minerals: Guidance for Industry"", ""docket_id"": ""FDA-2016-D-4414"", ""aws_bucket"": ""lexim-ai-dev"", ""document_id"": ""FDA-2016-D-4414-1610""}","{""aws_key"": ""USA/FDA/CONTENT/FDA-2016-D-4414/FDA-2016-D-4414-1610"", ""aws_bucket"": ""lexim-ai-dev""}",Pending,2025-05-21 23:15:43,2025-05-28 03:53:06
0148a4ec-b624-4f1d-b755-37d7bec87a7a,USA-FDA,aca07e51-6a57-435e-a4f0-787ab00d56ce,G_ACTION_ITEMS,2025-05-20 19:00:06,0,2ba0ac41-b3aa-4b96-ba47-feeddc029ccd,e842a45e-7661-4c8f-a9bd-5885d465872b,"{""__document_heading__"": ""Health and Human Services or Food and Drug Administration""}","{""aws_key"": ""USA/FDA/CONTENT/FDA-2012-D-1135/FDA-2012-D-1135-0002/FDA-2012-D-1135-0002-guidance.pdf"", ""country"": ""USA"", ""cfr_part"": null, ""doc_type"": ""Other"", ""agency_id"": ""FDA"", ""doc_title"": ""Guidances for Industry Limiting Use of Certain Phthalates as Excipients in Center for Drug Evaluation and Research-Regulated Products"", ""docket_id"": ""FDA-2012-D-1135"", ""aws_bucket"": ""lexim-ai-dev"", ""document_id"": ""FDA-2012-D-1135-0002""}","{""aws_key"": ""USA/FDA/CONTENT/FDA-2012-D-1135/FDA-2012-D-1135-0002"", ""aws_bucket"": ""lexim-ai-dev""}",Pending,2025-05-20 19:01:43,2025-05-28 03:53:06
0152a786-57fd-4e5a-aa41-faa0a8d77cea,USA-FDA,0257b2af-3237-4fab-93c2-0fd50321190f,G_DETAILED_SUMMARY,2025-05-20 12:30:06,0,2ba0ac41-b3aa-4b96-ba47-feeddc029ccd,e842a45e-7661-4c8f-a9bd-5885d465872b,"{""__document_heading__"": ""Health and Human Services or Food and Drug Administration""}","{""aws_key"": ""USA/FDA/CONTENT/FDA-2011-D-0487/FDA-2011-D-0487-0002/FDA-2011-D-0487-0002-guidance.pdf"", ""country"": ""USA"", ""cfr_part"": null, ""doc_type"": ""Other"", ""agency_id"": ""FDA"", ""doc_title"": ""Guidance for Industry Implementation of Acceptable Full-Length and Abbreviated Donor History Questinnaries and Accompanying Materials for Use in Screening Donors of Source Plasma Draft Guidence"", ""docket_id"": ""FDA-2011-D-0487"", ""aws_bucket"": ""lexim-ai-dev"", ""document_id"": ""FDA-2011-D-0487-0002""}","{""aws_key"": ""USA/FDA/CONTENT/FDA-2011-D-0487/FDA-2011-D-0487-0002"", ""aws_bucket"": ""lexim-ai-dev""}",Pending,2025-05-20 12:31:12,2025-05-28 03:53:06
01651033-4d1e-4a1b-913b-302c78a7484c,USA-FDA,b2985e33-3360-46d8-aa82-c456b117da8e,G_ACTION_ITEMS,2025-05-20 05:30:05,0,2ba0ac41-b3aa-4b96-ba47-feeddc029ccd,e842a45e-7661-4c8f-a9bd-5885d465872b,"{""__document_heading__"": ""Health and Human Services or Food and Drug Administration""}","{""aws_key"": ""USA/FDA/CONTENT/FDA-2013-D-0920/FDA-2013-D-0920-0002/FDA-2013-D-0920-0002-guidance.pdf"", ""country"": ""USA"", ""cfr_part"": null, ""doc_type"": ""Other"", ""agency_id"": ""FDA"", ""doc_title"": ""Select Updates for Non-Clinical Engineering Tests and Recommended Labeling for Intravascular Stents and Associated Delivery Systems; Draft Guidance for Industry and Food and Drug Administration Staff"", ""docket_id"": ""FDA-2013-D-0920"", ""aws_bucket"": ""lexim-ai-dev"", ""document_id"": ""FDA-2013-D-0920-0002""}","{""aws_key"": ""USA/FDA/CONTENT/FDA-2013-D-0920/FDA-2013-D-0920-0002"", ""aws_bucket"": ""lexim-ai-dev""}",Pending,2025-05-20 05:31:27,2025-05-28 03:53:06
0198723a-c9eb-4d16-aa2e-9dc792d66245,USA-FDA,b4676cee-51ea-4d54-baf3-fb27ec89b479,G_FAQ,2025-05-22 17:30:07,0,2ba0ac41-b3aa-4b96-ba47-feeddc029ccd,e842a45e-7661-4c8f-a9bd-5885d465872b,"{""__document_heading__"": ""Health and Human Services or Food and Drug Administration""}","{""aws_key"": ""USA/FDA/CONTENT/FDA-2004-D-0500/FDA-2004-D-0500-0002/FDA-2004-D-0500-0002-guidance.pdf"", ""country"": ""USA"", ""cfr_part"": null, ""doc_type"": ""Other"", ""agency_id"": ""FDA"", ""doc_title"": ""Draft Guidance for Industry Help Seeking and Other Disease Awareness Communications by or on Behalf of Drug and Device Firms"", ""docket_id"": ""FDA-2004-D-0500"", ""aws_bucket"": ""lexim-ai-dev"", ""document_id"": ""FDA-2004-D-0500-0002""}","{""aws_key"": ""USA/FDA/CONTENT/FDA-2004-D-0500/FDA-2004-D-0500-0002"", ""aws_bucket"": ""lexim-ai-dev""}",Pending,2025-05-22 17:32:52,2025-05-28 03:53:06
01aba6cc-a881-49dd-a007-2669c8ae50cb,USA-FDA,f91e9c88-1c0c-4bab-be4e-0bae25dce427,G_MINI_SUMMARY,2025-05-22 06:15:04,0,2ba0ac41-b3aa-4b96-ba47-feeddc029ccd,e842a45e-7661-4c8f-a9bd-5885d465872b,"{""__document_heading__"": ""Health and Human Services or Food and Drug Administration""}","{""aws_key"": ""USA/FDA/CONTENT/FDA-1992-N-0007/FDA-1992-N-0007-0005/FDA-1992-N-0007-0005-guidance.pdf"", ""country"": ""USA"", ""cfr_part"": null, ""doc_type"": ""Other"", ""agency_id"": ""FDA"", ""doc_title"": ""Industry Supported Scientific and Educational Activities:  Guidance for Industry"", ""docket_id"": ""FDA-1992-N-0007"", ""aws_bucket"": ""lexim-ai-dev"", ""document_id"": ""FDA-1992-N-0007-0005""}","{""aws_key"": ""USA/FDA/CONTENT/FDA-1992-N-0007/FDA-1992-N-0007-0005"", ""aws_bucket"": ""lexim-ai-dev""}",Pending,2025-05-22 06:16:25,2025-05-28 03:53:06
